,hour,platform_os,no,date_2020-07-03,date_2020-07-04,date_2020-07-05,date_2020-07-06,date_2020-07-07,date_2020-07-08,date_2020-07-09,date_2020-07-10,auction_id,experiment,device_make,browser
726,15,6,1,1,0,0,0,0,0,0,0,726,0,197,14
5872,0,6,0,0,0,0,0,0,0,1,0,5872,0,127,3
6883,15,6,0,1,0,0,0,0,0,0,0,6883,0,184,14
6023,22,6,1,0,0,0,0,0,1,0,0,6023,1,46,2
371,15,6,0,1,0,0,0,0,0,0,0,371,0,46,2
3435,12,6,0,0,1,0,0,0,0,0,0,3435,0,46,3
2927,7,6,0,0,1,0,0,0,0,0,0,2927,1,197,14
7840,10,6,0,0,0,0,0,0,0,1,0,7840,1,46,2
7551,6,6,0,1,0,0,0,0,0,0,0,7551,1,46,2
5556,10,6,1,0,0,0,1,0,0,0,0,5556,1,171,3
2517,10,6,0,1,0,0,0,0,0,0,0,2517,1,182,14
6648,20,6,0,0,0,0,0,0,0,1,0,6648,1,46,2
4956,1,6,0,0,0,0,0,1,0,0,0,4956,1,46,2
4074,15,6,0,1,0,0,0,0,0,0,0,4074,0,46,2
7385,18,6,0,0,1,0,0,0,0,0,0,7385,0,46,2
3571,6,6,1,0,1,0,0,0,0,0,0,3571,0,46,2
1371,4,6,0,0,1,0,0,0,0,0,0,1371,1,90,6
3847,11,6,0,0,0,0,0,1,0,0,0,3847,1,86,3
7739,19,6,0,0,0,0,0,0,1,0,0,7739,0,46,2
3585,15,6,0,1,0,0,0,0,0,0,0,3585,0,46,6
4271,12,6,0,0,1,0,0,0,0,0,0,4271,0,46,2
764,15,6,0,1,0,0,0,0,0,0,0,764,0,197,14
2097,15,6,0,1,0,0,0,0,0,0,0,2097,0,46,2
5652,19,6,0,0,0,0,0,0,1,0,0,5652,0,46,2
4842,15,6,0,1,0,0,0,0,0,0,0,4842,0,222,3
2309,20,6,0,0,0,0,0,0,1,0,0,2309,0,77,2
1721,14,6,0,0,1,0,0,0,0,0,0,1721,1,82,3
5606,16,6,0,0,0,0,0,0,0,1,0,5606,0,125,14
4308,16,6,0,0,0,0,0,0,1,0,0,4308,0,164,3
5890,6,6,0,0,0,0,0,0,0,0,1,5890,1,46,3
4916,19,6,0,0,0,0,0,0,0,1,0,4916,0,46,2
5958,15,6,0,1,0,0,0,0,0,0,0,5958,0,171,6
2689,9,6,0,0,1,0,0,0,0,0,0,2689,1,46,2
3146,6,6,0,0,0,0,0,0,0,0,1,3146,0,139,6
3452,16,6,0,0,0,1,0,0,0,0,0,3452,1,46,2
747,15,6,0,1,0,0,0,0,0,0,0,747,0,46,2
6499,3,6,1,0,1,0,0,0,0,0,0,6499,1,46,2
922,7,6,0,0,0,0,1,0,0,0,0,922,1,46,2
4658,12,6,0,0,0,0,0,1,0,0,0,4658,1,46,2
4735,7,6,1,0,0,0,0,0,0,0,1,4735,0,46,3
3201,16,6,0,0,0,0,0,0,1,0,0,3201,0,46,2
1106,5,6,0,0,0,0,0,0,0,0,1,1106,0,46,2
2564,7,6,1,0,0,0,0,0,0,1,0,2564,0,195,6
152,19,6,0,0,0,0,0,1,0,0,0,152,1,46,2
3301,3,6,0,0,0,0,0,0,0,0,1,3301,1,177,3
3539,15,6,0,1,0,0,0,0,0,0,0,3539,0,46,2
3415,13,6,0,0,0,0,0,0,0,1,0,3415,1,46,2
4792,18,6,0,0,0,0,0,0,1,0,0,4792,1,46,2
781,16,6,0,0,1,0,0,0,0,0,0,781,1,205,3
985,4,6,0,0,0,0,1,0,0,0,0,985,1,46,2
709,15,6,0,0,0,0,0,0,1,0,0,709,1,46,3
6216,17,6,0,0,0,1,0,0,0,0,0,6216,1,46,2
6639,1,5,0,0,1,0,0,0,0,0,0,6639,0,267,8
5192,7,6,1,0,0,1,0,0,0,0,0,5192,1,95,3
2076,8,6,0,0,0,0,0,0,0,1,0,2076,0,46,2
6299,20,6,0,0,0,0,0,0,1,0,0,6299,1,84,3
5278,9,5,0,0,0,0,0,0,0,1,0,5278,0,267,8
1829,11,6,0,0,0,0,0,1,0,0,0,1829,1,46,2
1396,9,6,1,0,0,0,0,0,0,0,1,1396,1,46,2
3339,12,6,0,0,0,1,0,0,0,0,0,3339,1,46,2
1675,6,6,0,0,0,0,0,0,1,0,0,1675,0,46,2
7471,15,6,0,0,1,0,0,0,0,0,0,7471,0,197,3
857,20,6,0,0,0,0,0,0,1,0,0,857,1,33,6
5209,13,6,0,0,0,0,0,0,0,1,0,5209,1,197,14
3837,9,6,0,1,0,0,0,0,0,0,0,3837,1,46,3
3695,2,6,0,0,0,1,0,0,0,0,0,3695,0,171,6
2188,4,6,0,0,1,0,0,0,0,0,0,2188,0,46,2
984,9,6,0,0,0,0,0,1,0,0,0,984,1,46,2
5085,10,6,0,0,0,0,0,0,1,0,0,5085,1,30,3
3731,21,6,0,0,0,0,0,0,1,0,0,3731,1,46,2
4277,6,6,0,0,1,0,0,0,0,0,0,4277,0,177,6
575,22,6,0,0,0,0,0,0,1,0,0,575,0,46,2
6987,10,6,0,0,0,0,0,0,1,0,0,6987,0,46,2
2033,2,6,0,0,0,0,0,0,0,0,1,2033,1,46,2
1951,13,6,0,0,1,0,0,0,0,0,0,1951,0,46,2
5827,8,5,0,0,0,0,1,0,0,0,0,5827,0,267,8
4130,7,6,0,0,0,0,0,0,0,0,1,4130,0,46,2
6215,15,6,1,1,0,0,0,0,0,0,0,6215,0,46,2
2225,15,6,0,1,0,0,0,0,0,0,0,2225,0,46,2
2936,15,6,0,1,0,0,0,0,0,0,0,2936,0,184,14
4309,15,6,0,1,0,0,0,0,0,0,0,4309,0,46,2
3115,20,6,0,0,0,0,0,0,1,0,0,3115,1,46,2
1340,0,5,0,0,0,0,1,0,0,0,0,1340,1,267,8
5392,15,6,0,1,0,0,0,0,0,0,0,5392,0,138,6
7958,22,6,0,0,0,0,0,0,1,0,0,7958,1,31,6
5737,7,6,0,0,0,0,1,0,0,0,0,5737,0,46,2
2786,15,6,0,1,0,0,0,0,0,0,0,2786,0,131,14
4642,15,6,0,1,0,0,0,0,0,0,0,4642,0,164,14
3582,15,6,0,1,0,0,0,0,0,0,0,3582,0,46,2
6855,10,6,1,0,0,0,0,1,0,0,0,6855,0,46,2
7536,16,6,0,0,0,0,0,0,1,0,0,7536,1,46,3
6698,15,6,0,1,0,0,0,0,0,0,0,6698,0,123,14
1498,8,6,0,0,0,0,1,0,0,0,0,1498,0,46,2
6502,14,6,0,0,0,0,0,0,1,0,0,6502,1,46,2
3759,6,6,0,0,0,0,1,0,0,0,0,3759,0,46,2
302,9,6,0,0,0,0,1,0,0,0,0,302,0,46,2
2187,12,6,0,0,0,0,0,0,0,0,1,2187,0,5,6
5303,5,6,0,0,1,0,0,0,0,0,0,5303,1,46,2
903,2,6,0,0,0,0,0,0,0,0,1,903,1,46,2
5904,15,6,0,0,0,1,0,0,0,0,0,5904,1,177,3
740,0,6,0,0,1,0,0,0,0,0,0,740,0,99,6
5649,5,6,0,0,0,0,0,0,0,1,0,5649,1,46,3
3183,15,6,0,1,0,0,0,0,0,0,0,3183,0,197,14
7621,16,6,0,0,0,1,0,0,0,0,0,7621,1,46,2
3709,15,6,0,0,0,0,0,0,1,0,0,3709,1,73,3
4917,14,6,0,0,0,0,0,0,0,1,0,4917,1,177,3
2432,10,6,0,0,0,0,0,0,0,1,0,2432,0,201,14
473,15,6,0,1,0,0,0,0,0,0,0,473,0,46,2
2390,1,6,0,0,0,0,0,0,0,0,1,2390,0,186,14
4815,9,6,0,0,1,0,0,0,0,0,0,4815,0,46,2
7917,14,6,0,1,0,0,0,0,0,0,0,7917,1,46,2
4369,15,6,0,1,0,0,0,0,0,0,0,4369,0,46,2
3284,14,6,0,0,0,1,0,0,0,0,0,3284,0,63,2
39,2,6,1,0,0,0,0,0,0,0,1,39,1,46,2
5490,16,6,0,0,0,1,0,0,0,0,0,5490,1,46,2
58,4,6,0,0,0,0,0,0,1,0,0,58,1,46,2
2660,15,6,1,1,0,0,0,0,0,0,0,2660,0,46,2
3796,22,6,0,0,0,0,0,0,0,1,0,3796,0,46,3
7801,12,6,0,0,0,0,0,0,0,1,0,7801,0,46,2
2767,10,6,0,0,1,0,0,0,0,0,0,2767,0,184,14
3090,6,6,1,0,0,1,0,0,0,0,0,3090,1,46,2
5624,13,6,0,0,1,0,0,0,0,0,0,5624,1,46,2
3791,9,6,0,0,0,0,1,0,0,0,0,3791,1,101,14
2404,16,6,0,0,0,0,0,0,1,0,0,2404,0,46,2
7328,15,6,0,1,0,0,0,0,0,0,0,7328,0,46,2
6193,6,6,0,0,0,1,0,0,0,0,0,6193,0,46,2
7693,6,6,0,1,0,0,0,0,0,0,0,7693,1,46,2
3845,8,6,0,0,0,0,0,0,0,0,1,3845,0,184,3
5053,20,6,0,0,0,0,0,0,0,1,0,5053,1,188,6
5177,8,6,0,0,0,0,0,0,0,0,1,5177,1,155,3
5631,12,6,0,0,0,0,0,1,0,0,0,5631,0,46,2
5807,2,6,0,0,0,1,0,0,0,0,0,5807,1,46,2
7062,4,6,0,0,0,0,0,1,0,0,0,7062,1,46,2
1517,18,6,0,0,0,0,0,0,1,0,0,1517,0,77,2
6524,20,6,0,0,0,0,0,0,1,0,0,6524,1,77,2
6689,14,6,0,1,0,0,0,0,0,0,0,6689,1,111,3
2551,11,6,0,0,0,0,0,0,0,1,0,2551,1,180,3
2834,15,5,0,1,0,0,0,0,0,0,0,2834,0,267,8
7636,16,6,0,0,0,1,0,0,0,0,0,7636,0,46,2
2407,5,6,0,0,0,0,1,0,0,0,0,2407,1,111,14
2835,8,6,0,0,0,1,0,0,0,0,0,2835,0,46,2
2624,15,6,0,1,0,0,0,0,0,0,0,2624,0,46,2
160,15,6,1,1,0,0,0,0,0,0,0,160,0,184,6
1836,10,6,0,0,0,1,0,0,0,0,0,1836,1,78,3
801,15,6,1,1,0,0,0,0,0,0,0,801,0,261,3
5092,18,6,0,0,0,0,0,1,0,0,0,5092,0,46,2
6434,15,6,0,1,0,0,0,0,0,0,0,6434,0,46,2
5003,15,6,0,1,0,0,0,0,0,0,0,5003,0,46,2
5736,15,6,0,1,0,0,0,0,0,0,0,5736,0,46,2
277,10,6,0,0,0,0,1,0,0,0,0,277,1,46,2
6013,15,6,0,1,0,0,0,0,0,0,0,6013,0,46,2
729,15,5,0,1,0,0,0,0,0,0,0,729,0,267,4
1887,15,6,0,1,0,0,0,0,0,0,0,1887,0,46,2
262,3,6,0,0,0,0,1,0,0,0,0,262,1,184,14
4831,10,6,0,0,0,1,0,0,0,0,0,4831,1,46,3
6501,2,6,0,0,0,1,0,0,0,0,0,6501,1,241,3
4880,13,6,0,0,0,1,0,0,0,0,0,4880,0,46,2
6938,6,6,0,0,0,0,0,0,0,1,0,6938,1,46,2
2539,10,6,0,0,0,0,0,1,0,0,0,2539,1,46,2
1670,21,6,0,0,0,0,0,0,1,0,0,1670,0,123,14
1454,3,6,0,0,0,0,0,0,0,1,0,1454,1,46,2
5989,15,6,0,1,0,0,0,0,0,0,0,5989,0,46,2
6588,15,6,0,1,0,0,0,0,0,0,0,6588,0,46,2
766,6,6,1,0,0,0,0,0,0,1,0,766,1,59,3
646,11,6,0,0,0,0,0,0,0,1,0,646,1,46,3
1851,17,6,0,0,0,1,0,0,0,0,0,1851,1,46,2
993,16,6,0,0,0,0,0,1,0,0,0,993,1,46,2
339,6,6,0,1,0,0,0,0,0,0,0,339,1,177,14
3983,8,6,0,0,0,0,1,0,0,0,0,3983,0,46,2
4920,11,6,0,0,0,0,0,0,0,1,0,4920,1,46,2
3292,15,6,0,1,0,0,0,0,0,0,0,3292,0,46,2
632,9,6,0,0,0,0,0,0,1,0,0,632,0,139,6
7434,14,6,0,0,0,0,0,0,0,0,1,7434,0,46,2
846,8,6,1,0,0,0,1,0,0,0,0,846,0,131,3
1710,12,6,1,0,0,1,0,0,0,0,0,1710,1,46,2
808,0,5,0,0,0,0,0,0,1,0,0,808,1,267,8
1434,2,6,0,0,1,0,0,0,0,0,0,1434,1,78,3
826,20,6,0,0,0,0,0,0,1,0,0,826,1,46,2
6781,9,6,0,0,0,0,0,1,0,0,0,6781,1,46,2
3312,15,6,0,1,0,0,0,0,0,0,0,3312,0,46,2
1482,7,6,0,1,0,0,0,0,0,0,0,1482,1,46,2
3242,12,6,0,0,0,0,0,0,0,0,1,3242,0,184,14
542,5,6,0,0,0,0,0,0,1,0,0,542,0,131,6
1132,15,6,0,1,0,0,0,0,0,0,0,1132,0,46,2
117,7,6,0,0,0,0,0,0,0,0,1,117,0,184,6
7523,16,6,0,0,0,0,0,0,1,0,0,7523,1,46,2
2380,8,6,0,0,0,0,0,0,0,0,1,2380,0,177,6
7938,11,6,1,1,0,0,0,0,0,0,0,7938,1,46,2
6277,22,6,0,0,1,0,0,0,0,0,0,6277,1,46,3
2699,15,6,0,1,0,0,0,0,0,0,0,2699,0,12,6
4545,15,6,0,0,0,0,0,0,0,0,1,4545,1,46,2
4796,15,6,0,1,0,0,0,0,0,0,0,4796,0,77,2
4097,10,6,0,0,0,1,0,0,0,0,0,4097,1,46,2
3922,2,6,0,0,0,0,1,0,0,0,0,3922,0,46,2
2807,12,6,0,0,0,1,0,0,0,0,0,2807,0,46,2
1999,14,6,0,0,0,0,0,0,0,0,1,1999,1,155,3
7192,15,6,1,1,0,0,0,0,0,0,0,7192,0,114,14
1966,10,6,1,0,0,0,0,0,0,0,1,1966,0,45,6
2085,15,6,0,1,0,0,0,0,0,0,0,2085,0,70,3
13,8,6,0,0,0,0,1,0,0,0,0,13,1,184,3
4516,10,6,1,0,0,1,0,0,0,0,0,4516,1,59,3
3299,17,6,0,0,0,0,0,0,0,1,0,3299,1,180,3
2533,15,6,0,1,0,0,0,0,0,0,0,2533,0,46,2
1740,2,6,0,0,0,0,0,0,0,1,0,1740,1,46,2
2079,15,6,0,1,0,0,0,0,0,0,0,2079,0,46,2
5530,15,6,0,1,0,0,0,0,0,0,0,5530,0,131,14
6082,16,6,0,0,0,0,0,0,1,0,0,6082,1,46,3
1818,14,6,0,0,0,0,0,0,0,1,0,1818,0,46,2
5429,4,6,0,0,0,0,0,0,0,1,0,5429,1,23,3
522,15,6,0,0,0,0,0,0,0,0,1,522,1,46,2
4948,18,6,0,0,0,0,0,0,0,1,0,4948,1,118,3
1756,19,6,0,0,0,0,0,0,1,0,0,1756,0,123,14
5217,15,6,0,1,0,0,0,0,0,0,0,5217,0,46,2
4748,3,6,0,0,1,0,0,0,0,0,0,4748,1,123,3
633,2,6,1,0,0,0,0,0,0,0,1,633,0,131,14
1849,16,6,0,0,1,0,0,0,0,0,0,1849,0,46,2
2194,13,6,0,0,0,1,0,0,0,0,0,2194,0,46,2
1079,16,6,0,0,0,0,0,1,0,0,0,1079,1,46,2
7232,2,6,0,1,0,0,0,0,0,0,0,7232,1,46,3
1474,5,6,0,1,0,0,0,0,0,0,0,1474,1,46,2
3471,15,6,0,1,0,0,0,0,0,0,0,3471,0,46,2
7563,21,5,0,0,0,0,0,0,1,0,0,7563,1,267,4
201,18,6,0,0,0,0,0,0,1,0,0,201,0,46,2
5868,21,6,0,0,0,1,0,0,0,0,0,5868,0,46,2
4009,21,6,0,0,0,0,0,0,1,0,0,4009,0,46,2
1661,15,6,0,1,0,0,0,0,0,0,0,1661,0,46,2
2123,18,6,0,0,0,0,0,0,0,1,0,2123,1,177,3
5300,17,6,0,0,0,0,0,0,1,0,0,5300,1,46,2
5418,9,6,0,0,0,0,0,0,0,1,0,5418,0,111,14
7877,1,6,1,0,0,0,0,1,0,0,0,7877,0,46,2
6788,15,6,0,0,0,0,0,0,1,0,0,6788,1,46,2
1203,8,6,0,0,1,0,0,0,0,0,0,1203,0,46,2
3692,15,6,0,1,0,0,0,0,0,0,0,3692,0,217,6
6233,11,6,0,0,0,1,0,0,0,0,0,6233,1,46,2
1778,15,6,0,0,0,0,0,0,1,0,0,1778,1,46,2
1914,0,6,0,0,0,0,0,1,0,0,0,1914,1,46,2
4111,22,6,0,0,0,0,0,0,1,0,0,4111,1,46,2
4433,15,6,0,1,0,0,0,0,0,0,0,4433,0,46,2
4915,3,6,0,0,0,0,0,0,0,1,0,4915,1,46,2
5554,15,6,0,0,0,0,0,0,1,0,0,5554,0,177,6
1386,15,6,1,1,0,0,0,0,0,0,0,1386,0,15,2
6444,14,6,0,0,0,0,0,0,0,1,0,6444,0,46,2
1967,10,6,1,1,0,0,0,0,0,0,0,1967,1,184,14
6902,3,6,0,0,0,0,0,0,0,1,0,6902,1,46,2
2156,1,6,0,0,0,1,0,0,0,0,0,2156,0,186,14
7975,12,6,1,0,0,0,0,0,0,0,1,7975,0,131,3
3981,8,6,0,0,0,0,0,0,0,0,1,3981,1,131,3
85,0,6,0,0,0,1,0,0,0,0,0,85,0,46,2
5789,13,6,0,0,0,0,0,0,0,1,0,5789,1,193,14
2348,10,6,0,0,0,0,0,1,0,0,0,2348,0,46,2
4240,4,6,0,0,0,0,0,0,0,0,1,4240,1,46,2
581,15,6,0,0,0,0,0,0,0,0,1,581,1,93,3
1649,20,6,0,0,0,0,0,0,1,0,0,1649,0,46,2
5383,12,6,0,0,0,0,0,0,0,0,1,5383,1,46,2
6834,7,6,0,0,0,0,0,1,0,0,0,6834,0,152,14
7847,15,6,0,0,1,0,0,0,0,0,0,7847,0,46,2
1459,18,6,1,0,0,0,0,0,0,1,0,1459,0,46,2
5947,21,6,0,0,1,0,0,0,0,0,0,5947,1,177,3
3541,19,6,0,0,0,0,0,0,1,0,0,3541,1,46,2
6615,17,6,0,0,0,0,0,1,0,0,0,6615,0,197,14
6362,13,6,0,0,0,0,0,0,0,1,0,6362,1,90,3
6780,11,6,0,0,0,1,0,0,0,0,0,6780,1,46,2
2479,15,6,0,1,0,0,0,0,0,0,0,2479,0,177,6
3193,10,6,0,0,0,0,0,0,0,1,0,3193,0,177,6
6256,13,6,0,0,0,0,0,0,0,0,1,6256,1,197,3
498,15,6,0,0,1,0,0,0,0,0,0,498,0,130,14
1239,2,6,1,0,1,0,0,0,0,0,0,1239,1,46,2
397,13,6,0,0,0,1,0,0,0,0,0,397,1,46,2
552,7,6,0,0,0,0,0,0,0,0,1,552,0,46,2
807,12,6,0,0,0,0,0,0,0,1,0,807,1,46,2
2785,16,6,0,0,0,0,0,0,1,0,0,2785,1,46,2
7547,0,6,0,0,0,0,1,0,0,0,0,7547,1,46,2
2041,7,6,0,0,0,0,0,1,0,0,0,2041,1,46,2
668,17,6,0,0,0,0,0,0,0,0,1,668,1,46,2
7037,10,6,0,0,0,1,0,0,0,0,0,7037,1,16,3
704,1,6,0,0,0,0,0,0,0,1,0,704,0,46,2
5541,15,6,0,1,0,0,0,0,0,0,0,5541,0,184,6
5919,6,6,0,0,0,0,0,0,0,0,1,5919,1,46,3
7627,15,6,0,0,0,0,0,0,1,0,0,7627,0,41,6
1500,15,6,0,1,0,0,0,0,0,0,0,1500,0,77,2
258,6,6,1,0,0,1,0,0,0,0,0,258,1,177,6
3389,15,6,0,1,0,0,0,0,0,0,0,3389,0,46,2
1865,1,6,0,0,0,1,0,0,0,0,0,1865,1,46,2
5088,15,6,0,0,0,0,0,0,0,0,1,5088,1,46,2
6043,13,6,0,0,0,1,0,0,0,0,0,6043,1,186,3
7099,15,6,0,1,0,0,0,0,0,0,0,7099,0,179,3
1571,15,6,1,1,0,0,0,0,0,0,0,1571,0,137,6
6347,13,6,0,0,0,1,0,0,0,0,0,6347,0,46,2
7006,6,6,0,1,0,0,0,0,0,0,0,7006,1,46,2
385,12,6,0,0,1,0,0,0,0,0,0,385,1,46,2
2491,12,6,0,1,0,0,0,0,0,0,0,2491,1,46,2
4374,15,6,1,1,0,0,0,0,0,0,0,4374,0,216,3
6006,8,6,0,0,1,0,0,0,0,0,0,6006,0,46,2
7404,21,6,0,0,0,1,0,0,0,0,0,7404,1,197,6
4780,4,6,0,0,1,0,0,0,0,0,0,4780,0,204,14
6076,15,6,0,0,0,1,0,0,0,0,0,6076,0,200,6
6966,21,6,0,0,0,0,0,0,0,1,0,6966,1,71,3
4763,16,6,0,0,0,0,0,0,1,0,0,4763,0,46,2
1731,16,6,0,0,0,0,0,0,1,0,0,1731,0,46,2
7852,0,6,1,1,0,0,0,0,0,0,0,7852,1,46,2
7597,11,6,0,1,0,0,0,0,0,0,0,7597,1,46,2
1690,19,6,0,0,0,1,0,0,0,0,0,1690,0,46,2
3576,1,6,0,0,1,0,0,0,0,0,0,3576,0,46,2
4135,15,6,0,1,0,0,0,0,0,0,0,4135,0,46,2
5805,15,5,0,0,1,0,0,0,0,0,0,5805,1,267,8
1234,3,6,0,0,0,0,0,0,1,0,0,1234,0,46,2
7191,21,6,0,0,0,0,0,0,1,0,0,7191,0,184,6
1140,14,6,0,0,0,0,0,1,0,0,0,1140,1,190,6
7558,21,6,0,0,0,0,0,0,1,0,0,7558,0,46,2
127,16,6,0,0,0,1,0,0,0,0,0,127,0,48,3
1206,15,6,0,1,0,0,0,0,0,0,0,1206,0,46,2
5067,11,6,0,0,0,1,0,0,0,0,0,5067,0,46,2
4456,11,6,0,0,1,0,0,0,0,0,0,4456,1,46,2
3516,11,6,0,0,1,0,0,0,0,0,0,3516,0,46,2
110,20,6,0,0,0,0,0,0,0,1,0,110,1,182,14
6408,15,6,0,1,0,0,0,0,0,0,0,6408,0,46,2
6343,4,6,0,1,0,0,0,0,0,0,0,6343,1,217,3
5104,17,6,1,0,1,0,0,0,0,0,0,5104,0,46,2
7116,7,6,1,1,0,0,0,0,0,0,0,7116,1,160,3
875,12,6,0,1,0,0,0,0,0,0,0,875,1,111,14
431,14,6,0,0,0,0,0,0,0,1,0,431,1,77,2
1349,8,6,0,1,0,0,0,0,0,0,0,1349,1,47,3
5449,15,6,0,1,0,0,0,0,0,0,0,5449,0,184,14
5486,15,6,0,0,0,0,0,0,0,1,0,5486,1,186,3
6137,15,6,0,1,0,0,0,0,0,0,0,6137,0,46,2
568,15,6,0,1,0,0,0,0,0,0,0,568,0,114,6
7243,20,6,0,0,0,0,0,0,0,1,0,7243,1,46,2
1269,11,6,0,0,0,0,0,0,0,1,0,1269,0,46,2
1532,15,6,0,1,0,0,0,0,0,0,0,1532,0,90,6
745,3,6,0,0,0,0,0,0,0,0,1,745,0,46,2
5122,15,6,0,1,0,0,0,0,0,0,0,5122,0,46,2
6360,17,6,0,0,0,0,0,0,0,1,0,6360,0,184,14
6482,11,5,0,0,0,1,0,0,0,0,0,6482,0,267,9
1987,3,6,0,0,0,0,1,0,0,0,0,1987,0,205,6
6269,9,6,0,0,0,0,0,0,0,0,1,6269,1,46,6
5760,7,6,0,0,0,0,0,0,0,0,1,5760,0,46,2
2984,3,6,1,0,1,0,0,0,0,0,0,2984,0,46,2
7977,15,6,0,1,0,0,0,0,0,0,0,7977,0,46,2
6621,3,6,1,0,0,0,0,0,1,0,0,6621,0,131,14
606,6,6,0,0,0,0,0,0,0,0,1,606,1,46,2
7118,5,6,0,0,0,0,1,0,0,0,0,7118,1,46,3
134,15,6,0,1,0,0,0,0,0,0,0,134,0,46,2
4874,15,6,0,1,0,0,0,0,0,0,0,4874,0,46,2
6859,10,6,1,0,0,0,1,0,0,0,0,6859,1,46,2
6320,10,6,1,0,0,1,0,0,0,0,0,6320,0,177,3
1673,15,6,0,0,0,0,0,0,1,0,0,1673,1,87,6
545,15,5,0,1,0,0,0,0,0,0,0,545,0,267,9
3276,6,6,0,0,0,0,1,0,0,0,0,3276,0,46,2
5843,20,6,0,0,0,0,0,0,0,1,0,5843,0,46,2
7532,4,6,0,0,0,1,0,0,0,0,0,7532,1,46,2
7680,0,6,0,0,1,0,0,0,0,0,0,7680,0,46,2
3705,3,6,0,0,0,0,0,0,0,0,1,3705,1,46,2
6692,19,6,0,0,0,0,0,0,1,0,0,6692,1,46,2
7411,14,6,1,0,0,0,0,0,0,0,1,7411,0,236,6
7831,7,6,0,0,1,0,0,0,0,0,0,7831,0,46,2
7878,5,6,0,0,0,0,0,0,0,1,0,7878,1,46,2
505,15,6,0,0,0,1,0,0,0,0,0,505,1,46,2
3529,3,6,0,0,0,0,0,0,0,0,1,3529,1,119,3
5439,11,6,0,0,0,0,0,0,0,1,0,5439,1,46,2
1507,1,6,0,0,0,0,0,0,0,0,1,1507,1,171,14
3954,15,6,0,1,0,0,0,0,0,0,0,3954,0,127,14
6355,5,6,0,0,1,0,0,0,0,0,0,6355,0,264,6
1304,19,6,0,0,0,0,0,0,1,0,0,1304,0,257,2
7876,3,6,0,0,0,0,1,0,0,0,0,7876,1,114,3
5397,11,6,0,0,1,0,0,0,0,0,0,5397,0,46,2
885,4,6,0,0,0,0,1,0,0,0,0,885,1,73,3
6785,11,6,0,0,0,0,0,0,0,1,0,6785,1,46,2
42,15,6,0,1,0,0,0,0,0,0,0,42,0,46,2
4053,20,6,0,0,0,0,0,0,1,0,0,4053,1,46,2
5718,4,6,0,0,0,0,0,1,0,0,0,5718,1,137,2
561,8,6,0,1,0,0,0,0,0,0,0,561,1,164,14
2206,15,6,0,1,0,0,0,0,0,0,0,2206,0,177,3
6903,3,6,0,0,0,0,0,0,0,0,1,6903,1,164,3
1860,0,6,0,0,0,0,1,0,0,0,0,1860,0,46,2
3240,3,5,0,0,1,0,0,0,0,0,0,3240,0,267,8
3546,18,6,0,0,0,0,0,0,0,1,0,3546,0,182,14
5612,12,6,0,0,0,0,0,0,0,1,0,5612,1,46,2
1178,8,6,0,0,0,1,0,0,0,0,0,1178,1,46,2
5735,20,6,0,0,0,0,0,0,1,0,0,5735,1,33,3
7676,15,6,0,0,0,0,0,0,1,0,0,7676,0,177,6
2121,12,6,0,0,0,0,0,0,0,0,1,2121,1,46,3
2697,15,5,0,1,0,0,0,0,0,0,0,2697,0,267,8
1637,15,6,0,0,0,0,0,0,1,0,0,1637,1,46,2
6695,15,6,0,1,0,0,0,0,0,0,0,6695,0,46,2
4028,13,6,1,0,0,0,0,0,0,0,1,4028,1,119,3
5432,10,6,0,1,0,0,0,0,0,0,0,5432,1,184,3
364,23,6,0,0,0,0,0,0,0,1,0,364,1,46,3
7897,15,6,0,1,0,0,0,0,0,0,0,7897,0,41,6
2883,17,6,0,0,0,0,0,0,1,0,0,2883,0,46,2
6003,2,6,0,0,0,0,0,0,0,0,1,6003,1,180,14
2502,15,6,1,1,0,0,0,0,0,0,0,2502,0,131,6
7400,3,6,0,0,0,0,0,0,0,1,0,7400,0,46,2
7702,9,6,0,0,1,0,0,0,0,0,0,7702,1,46,2
5203,15,6,0,1,0,0,0,0,0,0,0,5203,0,50,2
2764,14,6,0,0,0,0,0,0,1,0,0,2764,0,46,2
2664,8,6,0,0,0,1,0,0,0,0,0,2664,0,46,2
1773,5,6,0,0,1,0,0,0,0,0,0,1773,0,33,6
3830,2,6,0,1,0,0,0,0,0,0,0,3830,1,46,2
4827,16,6,0,0,0,0,0,0,0,1,0,4827,1,171,3
50,14,6,0,0,0,0,0,0,0,1,0,50,1,41,3
2943,10,6,0,0,0,1,0,0,0,0,0,2943,0,46,3
1530,0,6,0,0,0,0,0,0,1,0,0,1530,1,131,14
5574,17,6,1,0,0,0,0,0,0,1,0,5574,1,123,14
7706,13,6,0,0,0,0,0,1,0,0,0,7706,1,46,2
7805,15,6,0,1,0,0,0,0,0,0,0,7805,0,46,2
3401,16,6,0,0,0,0,0,0,1,0,0,3401,0,46,2
4724,15,6,0,1,0,0,0,0,0,0,0,4724,0,46,2
355,22,6,1,0,0,0,0,0,1,0,0,355,1,46,2
2886,17,6,0,0,1,0,0,0,0,0,0,2886,1,46,2
6924,4,6,0,0,0,1,0,0,0,0,0,6924,0,164,14
7501,14,6,0,1,0,0,0,0,0,0,0,7501,1,46,2
5575,3,6,0,0,1,0,0,0,0,0,0,5575,0,133,6
