,hour,platform_os,no,date_2020-07-03,date_2020-07-04,date_2020-07-05,date_2020-07-06,date_2020-07-07,date_2020-07-08,date_2020-07-09,date_2020-07-10,auction_id,experiment,device_make,browser
1109,5,6,0,0,0,0,0,0,0,0,1,1109,0,46,2
1223,13,6,0,1,0,0,0,0,0,0,0,1223,1,46,2
5275,16,6,0,0,0,0,0,0,0,0,1,5275,1,197,6
1659,15,6,0,1,0,0,0,0,0,0,0,1659,0,46,2
4114,1,5,0,0,0,0,0,0,0,1,0,4114,0,267,8
1368,11,6,0,0,1,0,0,0,0,0,0,1368,1,46,2
4906,8,6,0,0,0,0,0,0,0,1,0,4906,1,114,3
2976,15,6,0,1,0,0,0,0,0,0,0,2976,0,184,6
6136,1,6,0,0,0,0,1,0,0,0,0,6136,1,203,3
5676,20,6,0,0,0,0,0,0,1,0,0,5676,0,46,2
12,8,6,0,0,0,1,0,0,0,0,0,12,0,46,2
6192,8,6,0,0,0,1,0,0,0,0,0,6192,0,105,2
5866,0,6,1,0,0,0,0,0,0,0,1,5866,1,46,2
1226,13,6,0,0,0,0,0,0,0,1,0,1226,1,78,3
2386,15,6,0,1,0,0,0,0,0,0,0,2386,0,5,6
521,11,6,0,0,0,0,0,0,1,0,0,521,1,46,2
3132,7,6,0,0,0,0,0,0,0,0,1,3132,1,177,14
5860,15,6,0,1,0,0,0,0,0,0,0,5860,0,184,6
3400,15,6,0,1,0,0,0,0,0,0,0,3400,0,39,6
7317,16,5,0,0,0,0,0,0,0,1,0,7317,0,267,8
3358,12,6,0,0,0,0,0,0,1,0,0,3358,1,46,2
1170,22,6,0,0,0,0,0,0,1,0,0,1170,0,46,2
510,15,6,1,1,0,0,0,0,0,0,0,510,0,46,2
1050,9,6,0,0,0,0,0,1,0,0,0,1050,0,46,2
3020,15,6,0,0,1,0,0,0,0,0,0,3020,1,242,3
3433,15,6,0,1,0,0,0,0,0,0,0,3433,0,121,14
2258,7,6,0,0,1,0,0,0,0,0,0,2258,0,114,6
1049,14,6,0,0,0,0,0,1,0,0,0,1049,0,197,14
2954,15,6,0,1,0,0,0,0,0,0,0,2954,0,180,6
5794,4,6,0,0,1,0,0,0,0,0,0,5794,1,46,2
5646,12,6,0,0,0,1,0,0,0,0,0,5646,1,199,3
7868,12,6,0,0,0,0,0,0,0,1,0,7868,1,176,3
4924,5,6,0,0,1,0,0,0,0,0,0,4924,0,122,14
4249,5,6,0,0,0,0,1,0,0,0,0,4249,1,46,2
7810,13,6,0,0,0,0,0,1,0,0,0,7810,0,169,14
3314,8,6,1,1,0,0,0,0,0,0,0,3314,1,46,2
1030,15,6,0,1,0,0,0,0,0,0,0,1030,0,174,14
1417,11,6,0,0,0,0,0,0,0,1,0,1417,1,46,2
3969,15,6,0,1,0,0,0,0,0,0,0,3969,0,46,2
1939,7,6,0,0,0,0,0,0,0,1,0,1939,1,122,3
698,12,6,1,0,0,0,0,0,0,0,1,698,1,46,2
3871,9,6,0,0,0,1,0,0,0,0,0,3871,0,46,2
2505,13,5,0,0,1,0,0,0,0,0,0,2505,0,267,8
2595,15,5,0,1,0,0,0,0,0,0,0,2595,0,267,8
4961,19,6,0,0,0,0,0,0,0,1,0,4961,0,46,6
1139,15,6,0,0,0,0,0,0,1,0,0,1139,0,46,2
1853,6,6,0,0,0,0,0,1,0,0,0,1853,1,46,2
4232,15,6,0,0,1,0,0,0,0,0,0,4232,1,46,2
2437,19,6,0,0,0,0,0,0,1,0,0,2437,0,46,2
2814,4,6,0,1,0,0,0,0,0,0,0,2814,1,190,3
2466,9,6,0,0,0,1,0,0,0,0,0,2466,0,46,2
4840,10,6,0,0,0,0,0,1,0,0,0,4840,0,46,2
5669,6,6,0,0,0,0,0,0,0,0,1,5669,0,46,2
4286,15,6,0,1,0,0,0,0,0,0,0,4286,0,46,2
4424,6,6,0,0,0,0,1,0,0,0,0,4424,1,46,2
4079,14,6,0,0,0,1,0,0,0,0,0,4079,1,182,14
2560,3,5,0,0,0,1,0,0,0,0,0,2560,1,267,8
271,15,6,0,1,0,0,0,0,0,0,0,271,0,101,14
7570,16,6,0,0,0,0,0,0,1,0,0,7570,1,46,2
1029,10,6,0,0,0,0,0,0,1,0,0,1029,0,46,2
298,15,6,0,1,0,0,0,0,0,0,0,298,0,171,14
6710,2,6,0,0,0,1,0,0,0,0,0,6710,1,46,2
275,7,6,0,0,0,1,0,0,0,0,0,275,1,137,3
6660,2,6,0,0,0,0,0,0,0,0,1,6660,1,148,3
6278,15,6,0,1,0,0,0,0,0,0,0,6278,0,240,6
5954,3,6,0,0,0,0,1,0,0,0,0,5954,1,123,14
6107,18,6,0,0,0,0,0,0,1,0,0,6107,0,132,14
6056,10,6,0,0,0,0,0,1,0,0,0,6056,1,46,2
531,13,6,0,0,0,0,0,0,0,1,0,531,1,177,6
4877,15,6,0,1,0,0,0,0,0,0,0,4877,0,174,3
5328,16,6,0,0,0,1,0,0,0,0,0,5328,0,127,6
3041,22,6,0,0,0,0,0,1,0,0,0,3041,1,46,2
843,15,6,0,1,0,0,0,0,0,0,0,843,0,72,3
7331,22,6,0,0,0,0,0,1,0,0,0,7331,0,46,2
7080,15,6,0,0,0,0,0,0,1,0,0,7080,1,46,2
2078,18,6,0,0,0,0,0,0,0,1,0,2078,1,26,3
6100,15,6,0,1,0,0,0,0,0,0,0,6100,0,46,2
5555,12,5,0,0,0,0,0,0,0,0,1,5555,0,267,8
818,15,6,0,1,0,0,0,0,0,0,0,818,0,46,2
1539,22,6,0,0,1,0,0,0,0,0,0,1539,0,46,3
2450,12,6,0,0,0,0,0,0,0,1,0,2450,1,169,3
3694,15,6,0,1,0,0,0,0,0,0,0,3694,0,46,2
2540,16,6,0,0,0,1,0,0,0,0,0,2540,0,46,2
761,0,6,0,0,0,0,0,0,0,0,1,761,0,46,2
2372,20,6,0,0,0,0,0,0,1,0,0,2372,1,243,3
2701,15,6,0,0,0,0,0,0,1,0,0,2701,0,46,2
6863,7,6,0,0,1,0,0,0,0,0,0,6863,1,41,3
7795,10,6,0,0,0,0,0,1,0,0,0,7795,0,46,2
4955,15,6,1,1,0,0,0,0,0,0,0,4955,0,177,6
5004,2,6,0,0,1,0,0,0,0,0,0,5004,0,46,2
7054,4,6,0,0,1,0,0,0,0,0,0,7054,0,46,2
5119,15,6,0,0,0,0,0,0,1,0,0,5119,1,132,14
3073,21,6,0,0,0,1,0,0,0,0,0,3073,1,184,14
3608,1,5,0,0,1,0,0,0,0,0,0,3608,0,267,8
877,7,6,0,0,0,0,1,0,0,0,0,877,0,131,14
6600,12,6,0,0,1,0,0,0,0,0,0,6600,1,46,2
2161,0,6,0,0,0,0,0,0,0,1,0,2161,1,46,2
7286,15,6,1,0,1,0,0,0,0,0,0,7286,1,46,2
6008,19,6,0,0,0,0,0,0,1,0,0,6008,0,180,14
3453,10,6,0,0,0,1,0,0,0,0,0,3453,1,127,14
4127,8,6,0,0,0,0,1,0,0,0,0,4127,1,78,3
4974,21,6,0,0,0,0,0,0,1,0,0,4974,1,46,2
3248,22,6,0,0,0,0,0,0,1,0,0,3248,0,46,2
2721,21,6,0,0,0,0,0,0,0,1,0,2721,0,46,2
4096,14,6,0,0,1,0,0,0,0,0,0,4096,0,46,2
7428,14,6,0,0,1,0,0,0,0,0,0,7428,0,46,2
430,16,6,0,0,0,0,0,0,1,0,0,430,1,46,2
2967,15,6,0,1,0,0,0,0,0,0,0,2967,0,184,14
5045,18,6,0,0,0,0,0,0,0,1,0,5045,0,77,2
1243,2,6,0,0,0,0,0,1,0,0,0,1243,1,131,3
2865,11,6,0,0,0,0,0,0,0,1,0,2865,1,46,2
4356,15,6,0,1,0,0,0,0,0,0,0,4356,0,46,2
5188,9,6,0,1,0,0,0,0,0,0,0,5188,1,114,3
3268,15,6,0,0,0,0,0,0,0,0,1,3268,0,46,2
5223,11,6,0,0,1,0,0,0,0,0,0,5223,1,46,2
5005,5,6,0,0,1,0,0,0,0,0,0,5005,1,46,2
6626,8,6,0,0,0,1,0,0,0,0,0,6626,1,46,2
1645,0,6,0,0,0,0,0,0,0,1,0,1645,0,239,3
3754,1,6,0,0,0,0,0,0,0,1,0,3754,0,46,2
1917,20,6,0,0,0,0,0,0,0,1,0,1917,0,189,14
612,15,6,0,0,1,0,0,0,0,0,0,612,1,94,3
2485,16,6,0,0,0,0,0,0,1,0,0,2485,1,46,2
4346,2,6,0,0,1,0,0,0,0,0,0,4346,1,46,3
5810,6,6,0,0,0,0,0,0,0,0,1,5810,1,46,2
2342,14,6,0,0,0,0,0,1,0,0,0,2342,1,46,2
4731,15,5,0,1,0,0,0,0,0,0,0,4731,0,267,8
4893,15,6,0,1,0,0,0,0,0,0,0,4893,0,46,2
6702,15,6,0,1,0,0,0,0,0,0,0,6702,0,197,14
3757,12,6,0,0,0,1,0,0,0,0,0,3757,1,46,2
6327,14,6,0,0,1,0,0,0,0,0,0,6327,0,46,2
5523,15,6,0,1,0,0,0,0,0,0,0,5523,0,46,2
1264,14,6,0,0,0,0,0,0,1,0,0,1264,0,46,2
2613,0,6,0,0,0,0,0,1,0,0,0,2613,0,46,2
5828,15,6,1,1,0,0,0,0,0,0,0,5828,0,46,2
4928,9,6,0,0,0,0,0,0,0,0,1,4928,1,46,2
560,3,6,0,0,0,0,0,0,1,0,0,560,1,46,2
4766,21,6,0,0,0,0,0,0,1,0,0,4766,0,138,14
7085,6,6,0,1,0,0,0,0,0,0,0,7085,1,17,3
3799,21,6,0,0,0,0,0,0,1,0,0,3799,1,46,2
688,1,6,0,0,0,0,0,0,0,1,0,688,0,46,2
1352,20,6,0,0,0,0,0,0,1,0,0,1352,1,27,6
4843,2,6,1,0,0,1,0,0,0,0,0,4843,0,46,2
6824,15,6,0,1,0,0,0,0,0,0,0,6824,0,46,2
2232,15,6,0,1,0,0,0,0,0,0,0,2232,0,46,2
5969,14,6,0,1,0,0,0,0,0,0,0,5969,1,46,3
3469,12,6,0,0,0,1,0,0,0,0,0,3469,1,46,3
3691,21,6,0,0,1,0,0,0,0,0,0,3691,1,46,2
5185,17,6,0,0,0,0,0,0,1,0,0,5185,0,164,14
1453,21,6,0,0,0,1,0,0,0,0,0,1453,0,123,14
5762,7,6,0,0,0,0,0,1,0,0,0,5762,0,46,2
6119,19,6,1,0,0,0,0,0,1,0,0,6119,0,46,2
980,9,6,0,0,0,0,0,0,0,0,1,980,1,46,2
2062,5,6,0,0,1,0,0,0,0,0,0,2062,0,46,2
1447,21,6,0,0,0,0,0,0,1,0,0,1447,1,46,2
6911,7,6,0,0,0,0,1,0,0,0,0,6911,0,46,2
734,2,6,0,0,0,0,1,0,0,0,0,734,1,197,14
5733,13,6,0,0,0,0,0,0,0,0,1,5733,1,46,3
2723,10,6,0,1,0,0,0,0,0,0,0,2723,1,174,6
1988,18,6,1,0,0,1,0,0,0,0,0,1988,0,195,2
7585,16,6,0,0,1,0,0,0,0,0,0,7585,0,77,2
6871,11,6,1,0,0,0,0,0,0,1,0,6871,1,46,2
6680,18,6,0,0,1,0,0,0,0,0,0,6680,0,217,3
2567,15,6,0,1,0,0,0,0,0,0,0,2567,0,46,2
3297,15,6,0,1,0,0,0,0,0,0,0,3297,0,46,2
1151,1,6,0,0,0,1,0,0,0,0,0,1151,0,46,2
6908,15,6,0,1,0,0,0,0,0,0,0,6908,0,164,14
1962,17,6,0,0,0,0,0,0,1,0,0,1962,1,77,2
4041,15,6,0,1,0,0,0,0,0,0,0,4041,0,46,2
6934,18,6,0,0,0,0,0,0,1,0,0,6934,1,46,2
5260,18,6,0,0,0,0,0,0,0,1,0,5260,0,90,6
1357,14,5,0,1,0,0,0,0,0,0,0,1357,1,267,4
6589,7,6,0,0,0,0,0,0,0,1,0,6589,0,46,2
7305,15,6,0,1,0,0,0,0,0,0,0,7305,0,46,2
4542,15,6,0,1,0,0,0,0,0,0,0,4542,0,111,14
6316,8,6,1,0,0,0,0,0,0,1,0,6316,0,46,2
4190,16,6,0,0,0,0,0,0,0,0,1,4190,0,46,2
4737,18,6,0,0,0,0,0,0,0,1,0,4737,1,46,2
7461,19,6,0,0,0,0,0,0,1,0,0,7461,1,46,2
4501,15,6,1,1,0,0,0,0,0,0,0,4501,0,184,14
3203,22,6,0,0,0,0,0,0,0,1,0,3203,1,46,3
4668,8,6,0,1,0,0,0,0,0,0,0,4668,1,46,2
7196,15,6,0,1,0,0,0,0,0,0,0,7196,0,46,2
4505,5,6,0,0,0,0,0,0,0,1,0,4505,1,46,2
5796,14,5,0,1,0,0,0,0,0,0,0,5796,1,267,8
3865,5,6,0,0,0,0,1,0,0,0,0,3865,0,46,2
3043,4,6,0,0,0,1,0,0,0,0,0,3043,1,46,2
4992,9,6,0,0,0,0,1,0,0,0,0,4992,1,91,3
5576,11,6,0,0,0,0,0,0,0,1,0,5576,1,46,2
3514,22,6,0,0,0,0,0,0,0,1,0,3514,1,46,3
507,9,6,0,0,0,0,0,1,0,0,0,507,0,46,2
7974,10,6,0,0,0,0,0,0,0,0,1,7974,1,189,2
4601,10,6,1,0,0,0,0,1,0,0,0,4601,0,64,3
914,15,6,0,1,0,0,0,0,0,0,0,914,0,122,6
6818,15,6,0,0,0,0,0,0,0,1,0,6818,1,46,2
1174,15,5,0,1,0,0,0,0,0,0,0,1174,0,267,8
1953,14,6,0,0,0,0,0,0,0,0,1,1953,1,46,2
593,19,6,0,0,0,0,0,0,1,0,0,593,1,64,3
2895,18,6,1,0,0,0,0,1,0,0,0,2895,1,46,2
703,6,6,0,0,0,0,0,0,0,1,0,703,1,46,2
5046,18,6,0,0,0,0,0,1,0,0,0,5046,0,171,6
6077,10,6,0,1,0,0,0,0,0,0,0,6077,1,182,3
5955,20,6,0,0,0,0,0,0,0,1,0,5955,1,46,2
5757,20,6,0,0,0,0,0,0,1,0,0,5757,1,46,2
685,10,6,1,0,0,1,0,0,0,0,0,685,0,46,2
1548,5,6,0,0,0,0,0,0,0,1,0,1548,0,46,2
7663,14,6,0,0,0,0,0,0,0,1,0,7663,1,46,2
219,15,6,0,1,0,0,0,0,0,0,0,219,0,46,2
2931,17,6,1,0,0,0,0,0,0,1,0,2931,1,46,2
2222,12,6,0,0,0,0,0,0,0,0,1,2222,1,184,3
670,16,6,0,0,0,0,0,0,0,0,1,670,1,46,2
1525,21,6,0,0,0,0,0,0,0,1,0,1525,1,46,2
5147,16,6,0,0,0,1,0,0,0,0,0,5147,0,46,2
4075,15,6,0,1,0,0,0,0,0,0,0,4075,0,46,2
5105,16,6,0,0,0,0,0,0,1,0,0,5105,0,46,2
1668,23,6,0,0,0,0,0,0,0,1,0,1668,1,46,2
963,12,6,0,0,0,0,0,0,1,0,0,963,0,46,2
301,21,6,0,0,0,0,0,0,1,0,0,301,1,46,2
2180,15,6,0,1,0,0,0,0,0,0,0,2180,0,70,6
6977,3,6,0,0,0,0,0,1,0,0,0,6977,1,46,2
375,15,6,0,1,0,0,0,0,0,0,0,375,0,46,2
1947,12,6,0,0,0,0,0,0,0,0,1,1947,1,46,2
6650,20,5,0,0,0,0,0,0,0,1,0,6650,0,267,8
6585,15,6,0,1,0,0,0,0,0,0,0,6585,0,169,14
1560,15,6,1,0,0,0,0,0,1,0,0,1560,1,240,6
3487,21,6,0,0,1,0,0,0,0,0,0,3487,0,46,2
5908,11,6,1,0,0,0,0,0,1,0,0,5908,0,216,6
5269,16,6,0,0,0,0,0,0,0,0,1,5269,1,78,3
4754,17,5,0,0,0,0,0,0,1,0,0,4754,0,267,8
2000,4,5,0,0,0,0,0,0,0,1,0,2000,1,267,8
2541,20,6,0,0,0,0,0,0,0,1,0,2541,0,46,2
348,15,6,0,1,0,0,0,0,0,0,0,348,0,46,2
6111,15,6,0,1,0,0,0,0,0,0,0,6111,0,127,3
5550,3,6,1,1,0,0,0,0,0,0,0,5550,1,177,3
4461,2,6,0,0,0,1,0,0,0,0,0,4461,1,46,2
115,2,6,0,0,0,0,0,0,0,1,0,115,1,171,6
4000,0,6,0,0,0,0,1,0,0,0,0,4000,1,160,3
3915,15,6,0,0,0,0,0,0,1,0,0,3915,1,46,2
1207,15,5,0,1,0,0,0,0,0,0,0,1207,0,267,4
7640,9,6,0,0,0,0,0,0,0,1,0,7640,0,46,2
1431,16,6,0,0,0,0,0,1,0,0,0,1431,0,46,2
6622,10,6,0,0,0,0,0,0,0,1,0,6622,1,46,2
7896,21,6,0,0,0,0,0,0,1,0,0,7896,1,46,2
4352,8,6,0,0,0,1,0,0,0,0,0,4352,1,46,2
4901,5,6,1,0,0,0,0,1,0,0,0,4901,1,46,2
3414,10,5,0,0,0,0,0,0,0,0,1,3414,0,267,8
5233,14,6,0,0,0,0,0,0,1,0,0,5233,0,46,2
3462,16,6,0,0,0,0,0,0,0,0,1,3462,1,171,14
5437,10,6,0,0,1,0,0,0,0,0,0,5437,0,46,2
891,15,6,0,1,0,0,0,0,0,0,0,891,0,46,2
3672,16,6,0,0,0,0,0,0,0,0,1,3672,0,123,14
4069,15,6,1,1,0,0,0,0,0,0,0,4069,0,46,2
7330,14,6,0,0,0,0,0,0,0,1,0,7330,0,46,2
7322,8,6,0,0,0,0,0,0,0,0,1,7322,1,46,2
806,14,6,1,0,0,0,0,0,0,1,0,806,0,46,2
6519,4,6,0,0,0,0,0,0,0,1,0,6519,0,46,2
4044,16,6,0,0,0,0,0,0,0,1,0,4044,0,46,2
7790,3,6,0,1,0,0,0,0,0,0,0,7790,1,46,6
3208,13,6,0,0,0,0,0,0,0,0,1,3208,0,190,14
5348,10,6,0,0,0,0,0,0,0,0,1,5348,0,177,6
8005,9,6,0,0,0,0,0,0,0,0,1,8005,1,259,3
1279,15,6,0,1,0,0,0,0,0,0,0,1279,0,46,2
5291,15,6,0,1,0,0,0,0,0,0,0,5291,0,46,2
5295,2,6,0,0,0,0,0,0,0,0,1,5295,1,123,3
7275,4,6,0,0,0,0,1,0,0,0,0,7275,1,46,2
1600,17,6,0,0,0,1,0,0,0,0,0,1600,1,46,2
5634,13,6,0,0,1,0,0,0,0,0,0,5634,1,46,2
2761,15,6,0,1,0,0,0,0,0,0,0,2761,0,122,14
5997,14,6,0,0,0,1,0,0,0,0,0,5997,1,77,2
5959,16,6,0,0,0,0,0,0,1,0,0,5959,0,186,14
1562,14,6,0,0,0,0,0,1,0,0,0,1562,0,46,2
5060,21,6,0,0,0,1,0,0,0,0,0,5060,1,101,14
7183,15,6,0,1,0,0,0,0,0,0,0,7183,0,46,2
2974,13,6,0,0,0,0,0,1,0,0,0,2974,0,46,2
3609,15,6,0,1,0,0,0,0,0,0,0,3609,0,46,2
313,2,6,0,0,0,1,0,0,0,0,0,313,0,164,6
2889,9,6,0,0,0,0,0,0,0,0,1,2889,0,46,2
1362,9,6,0,0,1,0,0,0,0,0,0,1362,0,46,2
5846,11,6,0,0,0,0,0,0,0,1,0,5846,1,46,2
5423,5,6,0,0,0,1,0,0,0,0,0,5423,1,46,3
1503,21,5,0,0,0,1,0,0,0,0,0,1503,1,267,8
1950,15,6,0,1,0,0,0,0,0,0,0,1950,0,164,14
752,4,6,0,0,0,0,1,0,0,0,0,752,1,46,2
1971,15,6,0,1,0,0,0,0,0,0,0,1971,0,46,2
1072,15,6,1,1,0,0,0,0,0,0,0,1072,0,46,2
1612,15,6,0,1,0,0,0,0,0,0,0,1612,0,197,6
7716,15,6,0,1,0,0,0,0,0,0,0,7716,0,123,6
3642,16,6,1,0,0,0,0,0,0,1,0,3642,0,219,6
2781,11,6,0,0,0,0,0,0,0,1,0,2781,0,111,6
6604,14,6,0,0,1,0,0,0,0,0,0,6604,0,46,2
151,6,6,0,0,0,0,0,0,0,0,1,151,1,46,2
6605,17,6,0,0,0,0,0,0,1,0,0,6605,1,46,2
434,2,6,1,0,0,0,0,0,0,1,0,434,0,46,2
2606,14,6,1,0,0,0,0,0,0,1,0,2606,1,78,3
1641,9,6,0,0,0,0,0,0,0,1,0,1641,1,46,2
4729,12,6,0,0,0,0,0,0,0,1,0,4729,0,171,6
1325,16,6,0,0,1,0,0,0,0,0,0,1325,1,46,2
5463,15,6,0,1,0,0,0,0,0,0,0,5463,0,137,14
663,0,6,1,1,0,0,0,0,0,0,0,663,1,46,2
2555,13,6,0,0,1,0,0,0,0,0,0,2555,0,180,3
3632,15,6,0,0,0,0,0,0,0,1,0,3632,1,46,14
7228,15,6,0,1,0,0,0,0,0,0,0,7228,0,171,6
7375,7,6,0,1,0,0,0,0,0,0,0,7375,1,46,2
7056,13,6,0,0,0,1,0,0,0,0,0,7056,0,46,2
959,3,6,0,0,0,0,1,0,0,0,0,959,0,123,6
8024,15,6,0,0,0,0,0,1,0,0,0,8024,0,46,2
3422,15,6,0,1,0,0,0,0,0,0,0,3422,0,46,3
1546,1,6,0,0,0,0,0,0,0,0,1,1546,0,46,2
6720,15,6,0,0,0,0,0,0,1,0,0,6720,1,46,2
1441,18,6,0,0,0,1,0,0,0,0,0,1441,1,46,3
4325,8,6,0,0,0,0,0,1,0,0,0,4325,0,46,2
3458,15,6,0,1,0,0,0,0,0,0,0,3458,0,46,2
5462,17,6,0,0,0,0,0,0,1,0,0,5462,1,46,2
1187,1,6,0,1,0,0,0,0,0,0,0,1187,1,46,2
6708,21,6,0,0,0,0,0,0,0,1,0,6708,1,46,2
6743,20,6,0,0,0,0,0,0,0,1,0,6743,1,46,2
7117,21,6,0,0,0,0,0,0,1,0,0,7117,0,46,2
5858,15,6,1,0,0,0,0,0,1,0,0,5858,1,95,3
6582,16,6,0,0,0,0,0,0,1,0,0,6582,1,182,3
4932,11,6,0,0,0,0,0,1,0,0,0,4932,0,46,2
1211,20,6,0,0,0,1,0,0,0,0,0,1211,0,46,2
718,9,6,0,0,1,0,0,0,0,0,0,718,1,46,2
5263,15,5,0,1,0,0,0,0,0,0,0,5263,0,267,8
548,13,6,0,0,0,0,0,0,0,1,0,548,1,180,3
4749,12,5,1,0,1,0,0,0,0,0,0,4749,0,267,8
650,17,6,1,0,0,0,0,0,1,0,0,650,1,46,2
1491,15,6,0,1,0,0,0,0,0,0,0,1491,0,46,2
886,11,6,0,0,0,0,0,0,0,1,0,886,1,5,3
5036,13,6,0,0,1,0,0,0,0,0,0,5036,1,137,3
7470,9,6,1,0,0,1,0,0,0,0,0,7470,1,46,2
1516,7,6,0,0,0,0,0,0,0,1,0,1516,1,190,6
6724,14,6,0,0,0,0,0,0,1,0,0,6724,1,174,3
5377,8,6,0,0,0,1,0,0,0,0,0,5377,1,46,3
6986,16,5,0,0,0,0,0,0,1,0,0,6986,1,267,8
1590,21,6,0,0,0,0,0,0,0,1,0,1590,1,46,2
5909,7,6,0,0,0,0,0,0,0,0,1,5909,1,46,2
1306,4,6,0,0,1,0,0,0,0,0,0,1306,1,46,2
1131,5,6,0,0,0,0,1,0,0,0,0,1131,1,46,2
5519,16,6,0,0,0,1,0,0,0,0,0,5519,0,174,6
1195,13,6,0,0,0,0,0,0,0,1,0,1195,1,184,3
6062,4,6,0,0,0,0,0,0,0,0,1,6062,0,46,2
3102,4,6,0,0,0,0,0,0,0,0,1,3102,1,111,3
2933,15,6,0,1,0,0,0,0,0,0,0,2933,0,46,2
474,15,6,0,1,0,0,0,0,0,0,0,474,0,46,2
1619,9,6,0,0,0,0,0,1,0,0,0,1619,0,197,14
347,4,6,0,0,0,0,1,0,0,0,0,347,0,46,2
4272,22,6,0,0,0,0,0,0,1,0,0,4272,0,131,14
2401,2,5,0,0,1,0,0,0,0,0,0,2401,1,267,4
8074,9,6,0,0,1,0,0,0,0,0,0,8074,0,46,2
6677,12,6,0,0,0,0,0,0,0,1,0,6677,0,46,2
2025,15,6,0,1,0,0,0,0,0,0,0,2025,0,46,2
2133,0,6,0,0,0,0,0,0,1,0,0,2133,1,46,2
2066,20,6,0,0,0,0,0,0,1,0,0,2066,1,122,3
3151,15,6,0,1,0,0,0,0,0,0,0,3151,0,46,2
5602,3,6,0,0,1,0,0,0,0,0,0,5602,1,46,3
1087,13,6,0,0,0,0,0,0,0,1,0,1087,1,46,2
5379,15,6,0,1,0,0,0,0,0,0,0,5379,0,231,3
5967,15,6,0,0,0,0,0,0,1,0,0,5967,0,184,14
4486,9,6,0,0,0,0,0,0,0,0,1,4486,1,217,3
5428,6,6,0,1,0,0,0,0,0,0,0,5428,1,160,3
2312,17,6,0,0,0,1,0,0,0,0,0,2312,1,169,3
7229,15,6,1,1,0,0,0,0,0,0,0,7229,0,46,2
7137,4,6,0,0,0,0,0,0,0,1,0,7137,1,46,2
7953,0,6,0,0,0,0,0,0,0,0,1,7953,0,46,3
6324,10,6,0,1,0,0,0,0,0,0,0,6324,1,46,3
7215,7,6,0,0,0,0,0,1,0,0,0,7215,0,46,2
2734,6,6,0,0,0,0,1,0,0,0,0,2734,1,46,2
6874,22,6,1,0,0,0,0,0,0,1,0,6874,1,46,2
4795,8,6,0,0,0,0,0,0,0,1,0,4795,0,46,2
6810,15,6,0,0,0,0,0,0,0,0,1,6810,1,46,2
783,15,6,0,1,0,0,0,0,0,0,0,783,0,46,2
4579,15,6,1,1,0,0,0,0,0,0,0,4579,0,46,2
6718,3,6,0,0,0,1,0,0,0,0,0,6718,0,46,2
1735,23,6,0,0,0,0,0,0,1,0,0,1735,1,46,2
5529,14,6,0,0,0,1,0,0,0,0,0,5529,1,7,6
4194,12,6,0,0,0,0,0,0,0,1,0,4194,1,248,3
4187,18,6,0,0,1,0,0,0,0,0,0,4187,1,63,2
4807,10,6,0,0,0,0,0,0,0,0,1,4807,1,182,3
5542,3,6,0,0,0,0,0,0,0,1,0,5542,1,46,2
5668,15,6,1,1,0,0,0,0,0,0,0,5668,0,180,6
4565,4,6,1,0,0,1,0,0,0,0,0,4565,1,46,2
553,2,6,0,0,0,0,0,0,1,0,0,553,0,46,2
529,15,6,1,0,0,1,0,0,0,0,0,529,0,46,2
1631,18,6,0,0,0,0,0,0,1,0,0,1631,0,46,2
4,15,6,0,1,0,0,0,0,0,0,0,4,0,46,2
7194,4,6,0,0,0,0,1,0,0,0,0,7194,0,114,3
2132,5,6,0,0,0,0,0,0,0,1,0,2132,0,137,3
778,13,6,0,0,1,0,0,0,0,0,0,778,0,46,2
7047,3,6,0,0,0,0,0,0,0,0,1,7047,1,46,2
3491,18,6,0,0,0,0,0,0,1,0,0,3491,1,169,6
6493,8,6,1,0,0,1,0,0,0,0,0,6493,0,169,14
1370,20,6,0,0,0,0,0,0,1,0,0,1370,1,46,2
6346,6,6,0,0,0,0,0,1,0,0,0,6346,0,111,3
2395,1,6,0,0,0,0,1,0,0,0,0,2395,0,46,2
6895,15,6,0,1,0,0,0,0,0,0,0,6895,0,46,6
6127,5,6,0,0,0,0,1,0,0,0,0,6127,1,46,2
4407,18,6,0,0,0,0,0,0,1,0,0,4407,1,46,3
3425,12,6,0,0,0,0,0,0,0,1,0,3425,0,46,2
2600,3,6,1,0,1,0,0,0,0,0,0,2600,1,46,2
7304,7,6,0,0,0,1,0,0,0,0,0,7304,0,197,14
5552,2,6,0,0,0,0,1,0,0,0,0,5552,1,46,2
5052,19,6,0,0,1,0,0,0,0,0,0,5052,1,177,3
5321,17,6,0,0,0,0,0,0,1,0,0,5321,1,184,3
5318,15,6,0,1,0,0,0,0,0,0,0,5318,0,46,2
5564,15,6,1,1,0,0,0,0,0,0,0,5564,0,152,14
6339,5,6,1,0,0,0,0,0,1,0,0,6339,0,46,2
5382,1,6,0,0,0,0,1,0,0,0,0,5382,0,53,2
3597,2,6,0,0,1,0,0,0,0,0,0,3597,0,122,14
802,19,6,1,0,0,1,0,0,0,0,0,802,1,46,2
5831,12,6,1,1,0,0,0,0,0,0,0,5831,1,127,3
2072,18,5,0,0,1,0,0,0,0,0,0,2072,0,267,8
7397,20,6,0,0,0,0,0,0,0,1,0,7397,1,46,2
